gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
Male,Urban,High School,23.61,1,3,0.0,1,C,Platinum,65628
Female,Rural,Bachelor,5.03,1,4,0.0,More than 1,B,Gold,50700
Male,Rural,Bachelor,8.55,0,7,3290.0,More than 1,,Platinum,65136
Male,Urban,Bachelor,8.82,0,7,3929.0,More than 1,A,Gold,449832
Female,Urban,High School,5.7,1,6,0.0,More than 1,A,Silver,69732
Male,Urban,Bachelor,7.93,0,5,6509.0,1,A,Platinum,60600
Female,Rural,Bachelor,84.47,1,1,0.0,More than 1,,Silver,70032
Male,Urban,Bachelor,38.39,0,4,,1,A,Gold,32664
Female,Urban,High School,5.22,1,5,4213.0,1,A,Gold,69588
Male,Urban,Bachelor,8.54,0,8,6464.0,More than 1,,Gold,617880
Male,Urban,High School,23.6,1,8,0.0,More than 1,A,Silver,105216
Female,Rural,High School,9.47,1,4,0.0,More than 1,A,Silver,329292
Female,Urban,Bachelor,5.4,1,7,6787.0,More than 1,A,Platinum,75084
Female,Urban,Bachelor,9.03,0,1,,More than 1,A,Platinum,45156
Male,Rural,High School,7.72,0,6,4634.0,More than 1,B,Platinum,67884
Female,Urban,High School,81.59,0,6,2839.0,1,,Gold,69732
Female,Urban,High School,8.95,1,6,,1,A,Platinum,66024
Female,Rural,Bachelor,5.41,1,6,2856.0,1,B,Platinum,63708
Male,Urban,Bachelor,6.63,0,1,2852.0,More than 1,A,Platinum,66120
Female,Urban,High School,8.56,1,5,2042.0,1,B,Gold,38448
Male,Urban,Bachelor,7.43,1,8,4546.0,More than 1,A,Platinum,62028
Female,Urban,Bachelor,7.62,1,8,5619.0,More than 1,A,Platinum,105696
Female,Urban,High School,25.65,1,8,3930.0,More than 1,A,Platinum,85644
Female,Urban,High School,8.25,1,6,,More than 1,A,Gold,280656
Female,Urban,Bachelor,8.92,1,7,4739.0,More than 1,B,Platinum,60852
Female,Urban,Bachelor,1.96,0,5,6261.0,More than 1,A,Gold,71940
Male,Rural,High School,5.53,0,0,0.0,1,A,Silver,31584
Male,Urban,Bachelor,9.33,0,3,11640.0,More than 1,A,Platinum,144588
Female,Urban,High School,1.96,1,0,5559.0,More than 1,B,Gold,140712
Female,Rural,Bachelor,,0,7,2051.0,More than 1,B,Platinum,108528
Female,Urban,Bachelor,6.79,0,7,4011.0,1,A,Platinum,30204
Male,Urban,High School,1.12,1,7,3945.0,More than 1,A,Silver,111396
Male,Urban,Bachelor,7.35,0,7,4938.0,More than 1,A,Platinum,61116
Male,Urban,Bachelor,2.21,1,1,2057.0,More than 1,B,Silver,60936
Male,Urban,Bachelor,9.81,1,3,3917.0,More than 1,A,Platinum,36816
Female,Rural,High School,5.55,0,5,0.0,1,B,Platinum,33684
Female,Urban,Bachelor,5.07,0,4,5084.0,1,,Silver,31128
Male,Rural,High School,21.25,1,4,2172.0,1,B,Silver,63816
Female,Rural,High School,3.62,1,2,0.0,More than 1,A,Silver,59400
Female,,High School,7.47,1,8,0.0,1,B,Gold,37200
Male,Urban,Bachelor,19.08,0,2,5904.0,More than 1,A,Platinum,107232
Female,,Bachelor,5.04,1,5,5473.0,More than 1,B,Silver,66084
Male,Urban,Bachelor,5.51,1,1,2245.0,More than 1,A,Silver,58980
Female,Rural,High School,90.27,1,7,0.0,1,B,Silver,89988
Female,Urban,High School,4.14,0,5,4097.0,More than 1,A,Platinum,62508
Female,Urban,Bachelor,5.99,1,6,10889.0,More than 1,A,Platinum,60024
Female,,High School,2.78,1,3,5068.0,1,A,Gold,35460
Female,,High School,8.06,1,4,5599.0,1,A,Silver,36132
Female,Rural,Bachelor,78.94,0,5,9270.0,More than 1,B,Gold,62328
Male,Urban,High School,8.62,0,3,6195.0,More than 1,A,Silver,74580
Male,Rural,Bachelor,6.24,0,4,5466.0,More than 1,B,Gold,58488
Female,Rural,High School,7.79,1,5,2334.0,More than 1,A,Gold,115596
Male,Urban,High School,8.37,1,4,5875.0,1,A,Platinum,83412
Male,Urban,High School,3.67,0,8,3822.0,More than 1,A,Platinum,67428
Female,Rural,High School,8.03,1,6,4675.0,More than 1,A,Platinum,303672
Female,Rural,Bachelor,23.41,1,2,0.0,1,,Platinum,46344
Male,Urban,High School,7.62,1,3,5934.0,More than 1,A,Platinum,138960
Female,Urban,High School,8.09,1,5,2554.0,1,C,Silver,37224
Female,Urban,High School,7.23,1,6,7020.0,More than 1,A,Silver,141984
Female,Urban,Bachelor,2.32,0,3,,More than 1,A,Platinum,59832
Male,Urban,High School,7.33,1,4,0.0,1,A,Platinum,31836
Female,Urban,Bachelor,,1,2,9453.0,More than 1,C,Silver,123288
Male,Urban,High School,5.3,1,4,2712.0,1,C,Platinum,32376
Male,Urban,High School,4.38,1,5,8043.0,More than 1,A,Platinum,244836
Male,Urban,High School,6.1,1,2,6511.0,1,A,Platinum,30024
Female,Urban,High School,2.26,1,3,3695.0,More than 1,C,Platinum,60264
Male,Urban,High School,19.56,0,4,0.0,More than 1,B,Platinum,96792
Female,Urban,High School,3.0,0,7,3864.0,More than 1,B,Platinum,165108
Male,Urban,High School,7.06,1,6,0.0,More than 1,B,Platinum,282600
Male,Urban,High School,5.04,1,7,6771.0,1,B,Platinum,33240
Male,,High School,4.06,0,1,3900.0,More than 1,A,Platinum,30120
Female,Urban,Bachelor,9.74,1,7,3848.0,More than 1,A,Gold,143568
Female,Urban,High School,6.29,1,7,,1,A,Silver,35364
Male,Urban,Bachelor,60.13,1,3,11708.0,More than 1,A,Platinum,121464
Male,Urban,Others,6.55,1,1,10863.0,1,,Gold,62556
Male,Urban,High School,7.26,1,4,4159.0,More than 1,C,Gold,74196
Male,Urban,High School,,0,6,18240.0,More than 1,C,Silver,113544
Female,Urban,Bachelor,9.3,0,7,5848.0,More than 1,A,Platinum,104280
Male,Urban,Bachelor,7.11,1,5,6696.0,More than 1,A,Gold,86544
Female,Urban,Others,18.56,1,6,5873.0,1,A,Platinum,32448
Female,Urban,High School,7.67,0,1,4846.0,More than 1,A,Platinum,52596
Female,Urban,Bachelor,2.6,1,3,3635.0,More than 1,B,Silver,112572
Male,Urban,High School,5.81,1,5,4471.0,More than 1,A,Platinum,262068
Female,Urban,Bachelor,77.93,0,7,7942.0,More than 1,A,Gold,305640
Female,Rural,High School,79.73,1,2,0.0,More than 1,A,Silver,76920
Male,Rural,High School,6.3,1,4,0.0,More than 1,B,Silver,60936
Male,Rural,High School,84.96,1,4,0.0,1,B,Platinum,33000
Male,Urban,Bachelor,8.62,1,3,6284.0,More than 1,A,Platinum,60576
Male,Rural,Bachelor,3.47,1,7,6857.0,More than 1,B,Platinum,67080
Male,Urban,High School,4.3,0,1,5232.0,1,A,Gold,29760
Female,Urban,High School,3.21,0,5,,More than 1,B,Silver,62736
Male,Urban,Bachelor,8.83,1,7,3837.0,More than 1,C,Silver,70344
Female,Urban,Bachelor,9.01,1,5,5595.0,More than 1,,Gold,183528
Female,Rural,High School,5.16,0,8,0.0,More than 1,B,Gold,102384
Male,Urban,High School,5.92,1,3,5630.0,More than 1,A,Platinum,66228
Male,Urban,Bachelor,3.6,1,7,6360.0,More than 1,,Gold,113028
Female,Urban,Bachelor,3.11,0,0,14717.0,More than 1,B,Silver,194184
Male,Urban,High School,6.9,0,6,0.0,More than 1,A,Gold,186552
Male,Rural,Bachelor,5.69,1,6,2375.0,More than 1,A,Platinum,64044
Female,Urban,High School,9.55,1,1,4862.0,1,A,Gold,32028
Female,Urban,High School,8.56,0,5,6146.0,More than 1,A,Gold,34632
Female,Rural,High School,8.56,1,2,4006.0,1,A,Platinum,35196
Male,Urban,High School,5.73,1,6,0.0,More than 1,C,Gold,375336
Female,Urban,Bachelor,2.06,0,2,2454.0,More than 1,B,Gold,73548
Male,Urban,High School,9.33,1,6,10100.0,More than 1,A,Gold,119544
Male,Rural,High School,9.48,0,0,0.0,More than 1,B,Platinum,97560
Male,Rural,Bachelor,8.92,1,2,0.0,1,A,Platinum,32568
Male,Urban,Bachelor,2.23,0,7,4303.0,More than 1,B,Gold,285396
Male,Rural,Bachelor,5.46,1,2,3640.0,More than 1,A,Platinum,61068
Male,Rural,High School,6.74,0,4,2609.0,More than 1,,Platinum,118056
Female,Urban,Bachelor,3.6,1,8,0.0,1,B,Silver,75168
Female,Rural,High School,7.29,0,4,0.0,More than 1,A,Platinum,72864
Male,Urban,High School,8.51,0,2,8444.0,More than 1,A,Silver,362148
Male,,High School,7.41,0,8,11097.0,More than 1,B,Gold,103008
Female,Urban,Bachelor,6.33,1,3,0.0,More than 1,B,Platinum,78456
Female,Urban,High School,4.02,1,2,4103.0,1,A,Gold,46404
Male,Urban,High School,4.13,1,1,7773.0,1,A,Gold,379548
Female,,Bachelor,5.32,0,6,4019.0,More than 1,A,Gold,107472
Male,Urban,Bachelor,5.66,1,8,3590.0,1,A,Platinum,61164
Male,Rural,High School,8.04,1,0,2111.0,1,B,Platinum,45348
Male,,High School,8.72,1,5,0.0,More than 1,A,Platinum,54528
Male,Urban,High School,6.09,0,5,9754.0,More than 1,A,Silver,457680
Male,Urban,High School,22.25,1,6,2354.0,More than 1,A,Gold,32424
Male,Urban,Bachelor,9.29,1,7,2004.0,More than 1,A,Platinum,102456
Male,Urban,Bachelor,6.77,0,7,2647.0,More than 1,B,Platinum,67620
Male,Urban,High School,5.44,0,5,6595.0,More than 1,A,Gold,63480
Female,Urban,Bachelor,6.11,1,6,,More than 1,A,Platinum,423612
Female,Rural,High School,66.22,1,6,0.0,More than 1,C,Platinum,189672
Male,Rural,High School,9.2,0,4,2819.0,More than 1,A,Platinum,105552
Female,Urban,High School,58.1,0,3,10150.0,More than 1,B,Gold,52032
Male,Urban,Bachelor,3.49,1,5,3714.0,More than 1,B,Platinum,69696
Female,Rural,Others,82.4,1,6,5144.0,1,,Gold,33588
Male,Urban,High School,4.73,0,4,3860.0,1,B,Silver,55644
Male,Urban,High School,9.75,1,5,5510.0,1,A,Gold,60024
Female,Urban,High School,8.59,0,6,3360.0,More than 1,A,Platinum,55092
Female,Rural,Bachelor,6.59,1,5,2765.0,1,B,Platinum,36780
Female,Rural,Bachelor,9.88,1,5,6488.0,More than 1,B,Silver,186792
Female,Rural,Bachelor,7.02,1,6,,1,B,Gold,46392
Female,Urban,High School,4.06,0,6,5497.0,More than 1,A,Silver,361260
Male,Urban,High School,2.57,0,3,,More than 1,C,Platinum,63900
Female,Rural,High School,63.47,0,5,2352.0,More than 1,A,Platinum,111540
Male,,High School,5.0,1,2,10978.0,More than 1,A,Platinum,117924
Male,Rural,High School,41.53,0,4,0.0,1,C,Silver,34560
Male,,Bachelor,8.15,1,2,2604.0,More than 1,B,Gold,64092
Male,Rural,Others,6.86,1,1,3352.0,1,B,Silver,66540
Female,Rural,High School,7.37,1,2,4118.0,1,,Gold,34824
Male,,Bachelor,5.96,0,7,3488.0,More than 1,A,Silver,92652
Female,Urban,High School,0.11,0,2,4010.0,1,A,Platinum,51672
Male,Urban,High School,7.64,0,6,3850.0,More than 1,A,Silver,48672
Male,Urban,High School,8.07,1,4,6939.0,1,A,Platinum,29196
Female,Urban,High School,8.18,1,3,6023.0,More than 1,A,Platinum,61596
Male,Rural,Others,8.15,0,5,2003.0,More than 1,B,Platinum,70020
Male,Urban,High School,78.32,1,8,7368.0,More than 1,B,Silver,54876
Male,Rural,High School,2.86,0,0,3992.0,More than 1,B,Silver,57012
Male,Urban,Bachelor,4.78,1,0,,More than 1,A,Gold,130680
Female,Urban,High School,4.47,0,6,3972.0,More than 1,A,Platinum,220908
Female,Urban,Bachelor,6.55,1,0,3039.0,More than 1,B,Gold,99420
Male,Urban,High School,66.4,0,4,7250.0,More than 1,A,Gold,107796
Female,Rural,High School,3.57,0,3,2967.0,More than 1,C,Silver,110340
Male,Urban,High School,5.54,0,2,6015.0,More than 1,A,Platinum,99696
Male,Urban,High School,6.64,1,5,,1,A,Gold,47616
Female,,High School,97.3,1,5,2786.0,1,,Platinum,65712
Male,Urban,High School,4.88,0,7,10111.0,1,B,Platinum,62676
Male,Rural,High School,,1,6,0.0,More than 1,A,Silver,96000
Female,Rural,High School,,1,3,0.0,More than 1,B,Platinum,61476
Male,,Bachelor,3.66,1,2,5163.0,More than 1,A,Platinum,60936
Male,Rural,High School,,1,6,2126.0,More than 1,A,Gold,57372
Male,Urban,Bachelor,7.21,1,3,6272.0,More than 1,A,Gold,63240
Female,Rural,High School,90.85,0,3,5424.0,1,,Platinum,47976
Male,Urban,High School,,0,5,7035.0,1,C,Platinum,50196
Male,Rural,Bachelor,8.14,1,6,0.0,1,B,Silver,32940
Female,Urban,High School,8.22,1,5,6070.0,1,A,Platinum,28596
Male,Urban,Bachelor,4.67,0,6,0.0,1,B,Platinum,32208
Male,Urban,Bachelor,9.23,0,7,6286.0,1,A,Gold,33792
Female,Rural,High School,9.05,0,6,0.0,More than 1,B,Platinum,60336
Male,Urban,Bachelor,,0,5,4724.0,More than 1,A,Silver,284532
Male,Urban,Bachelor,5.91,1,2,7161.0,More than 1,A,Platinum,60804
Female,Urban,Others,9.08,0,8,10412.0,1,B,Platinum,31836
Male,Urban,High School,3.25,0,2,6180.0,More than 1,A,Platinum,63984
Male,Urban,High School,7.16,1,1,5619.0,1,C,Silver,62892
Female,Rural,High School,6.95,0,3,2255.0,More than 1,A,Silver,60336
Female,Rural,Bachelor,7.15,1,6,,1,B,Silver,64824
Male,Urban,Bachelor,7.64,1,7,3928.0,More than 1,A,Silver,98448
Male,Urban,Bachelor,3.83,1,6,6994.0,More than 1,A,Gold,63624
Female,Urban,High School,4.08,1,2,4283.0,More than 1,A,Gold,93828
Male,Urban,Bachelor,6.7,1,1,4286.0,1,A,Silver,38304
Male,,Bachelor,9.62,1,3,4005.0,More than 1,B,Silver,74952
Female,Urban,Others,6.12,0,8,14912.0,More than 1,A,Platinum,55056
Male,Urban,High School,0.83,0,2,3588.0,More than 1,B,Gold,98532
Female,Rural,Bachelor,8.52,1,5,3205.0,1,B,Gold,51204
Male,Urban,Bachelor,90.3,0,2,2133.0,More than 1,A,Platinum,115548
Male,,High School,5.81,0,1,0.0,More than 1,B,Platinum,63672
Male,Rural,Bachelor,8.81,1,7,0.0,1,A,Silver,42540
Male,Urban,High School,2.13,1,5,7960.0,More than 1,A,Gold,76992
Female,Rural,Bachelor,41.24,0,7,0.0,More than 1,A,Silver,102552
Female,Rural,Bachelor,9.84,1,0,0.0,More than 1,B,Platinum,67356
Female,Rural,Bachelor,42.97,0,8,0.0,More than 1,A,Gold,63348
Male,Urban,Bachelor,3.97,1,6,4293.0,More than 1,B,Platinum,109884
Male,Urban,High School,3.3,1,2,3385.0,More than 1,C,Silver,67188
Male,Urban,High School,4.14,0,5,6649.0,More than 1,A,Gold,441588
Female,Urban,Bachelor,5.58,0,8,5782.0,More than 1,A,Gold,58812
Female,,High School,8.61,0,6,4323.0,1,A,Platinum,30696
Female,Urban,High School,2.44,0,5,4979.0,More than 1,A,Platinum,70620
Female,Rural,High School,8.14,0,3,0.0,More than 1,B,Gold,71700
Male,Urban,Bachelor,7.33,1,8,4326.0,1,A,Gold,544212
Female,Urban,High School,3.24,1,5,2050.0,1,B,Platinum,31512
Female,Urban,High School,6.62,1,8,5218.0,More than 1,C,Platinum,395232
Female,Urban,Bachelor,7.29,1,0,3561.0,More than 1,B,Platinum,169452
Female,Urban,Bachelor,2.58,0,2,6364.0,More than 1,A,Platinum,67488
Female,Urban,High School,2.7,1,5,3831.0,More than 1,,Gold,96204
Male,Rural,High School,8.93,0,5,10627.0,More than 1,A,Platinum,65808
Male,Urban,High School,5.91,0,1,4109.0,More than 1,A,Silver,167880
Male,Rural,Bachelor,6.74,0,8,3538.0,More than 1,B,Platinum,66564
Male,Rural,High School,8.12,1,7,0.0,1,A,Silver,52860
Female,Urban,Bachelor,6.83,1,1,2985.0,More than 1,A,Silver,67128
Male,Rural,Bachelor,8.72,0,5,0.0,1,A,Gold,92940
Male,Urban,Bachelor,6.74,1,1,3833.0,1,A,Gold,67800
Male,Rural,High School,6.8,1,5,0.0,More than 1,A,Gold,467040
Male,Urban,High School,9.2,1,6,6397.0,1,C,Silver,32952
Female,Urban,Bachelor,9.16,1,5,2216.0,More than 1,A,Silver,98652
Male,Urban,Others,6.21,1,1,5820.0,1,,Platinum,35640
Male,Rural,High School,,0,7,0.0,1,B,Platinum,64224
Male,Urban,High School,8.8,0,5,3966.0,More than 1,A,Silver,89856
Female,Rural,Bachelor,3.01,0,7,0.0,More than 1,B,Silver,71784
Female,Urban,Bachelor,,0,6,3682.0,More than 1,B,Platinum,59712
Male,Urban,High School,1.73,0,6,6929.0,1,B,Gold,53472
Female,Urban,High School,4.69,1,2,5646.0,More than 1,A,Platinum,178224
Female,Urban,Bachelor,8.19,0,0,0.0,More than 1,A,Platinum,60120
Female,Urban,Bachelor,3.89,0,5,4375.0,1,C,Silver,34800
Male,Rural,Bachelor,9.7,1,6,3548.0,1,A,Silver,36936
Male,Urban,High School,5.72,0,2,13401.0,More than 1,A,Gold,456624
Female,Rural,High School,7.19,1,4,2383.0,1,A,Gold,38472
Male,Urban,Bachelor,7.68,1,3,4102.0,1,A,Silver,31812
Female,Rural,Bachelor,6.75,1,2,2624.0,More than 1,B,Platinum,110364
Male,Rural,High School,67.74,0,7,0.0,More than 1,A,Silver,91704
Female,Urban,Bachelor,,0,5,7679.0,More than 1,B,Platinum,106452
Male,Rural,Bachelor,7.65,0,3,3590.0,More than 1,A,Platinum,113496
Male,Urban,Bachelor,4.23,0,5,9495.0,More than 1,A,Platinum,154908
Male,Urban,High School,79.18,0,7,9606.0,More than 1,A,Platinum,110208
Female,Rural,High School,7.63,1,4,4413.0,1,C,Platinum,36828
Female,Urban,Bachelor,3.5,0,5,5306.0,More than 1,B,Platinum,29076
Female,Urban,High School,3.14,1,4,3834.0,More than 1,B,Silver,62484
Male,Rural,Bachelor,6.75,1,7,0.0,More than 1,B,Gold,69492
Female,,High School,,1,3,0.0,More than 1,,Gold,99324
Female,Rural,Bachelor,47.11,1,1,2288.0,1,B,Platinum,69588
Male,Rural,High School,3.99,0,2,0.0,More than 1,B,Platinum,96144
Male,,High School,7.78,1,3,4624.0,More than 1,A,Gold,313932
Female,Urban,High School,99.48,1,4,4787.0,1,A,Platinum,56304
Female,Rural,High School,7.73,0,8,5131.0,More than 1,B,Platinum,73800
Female,Urban,Bachelor,7.51,0,3,4243.0,More than 1,A,Platinum,110784
Male,Urban,High School,6.98,1,5,4047.0,1,A,Platinum,61284
Male,Urban,Bachelor,2.0,1,8,4076.0,More than 1,B,Gold,108072
Male,Urban,Bachelor,,0,5,10968.0,More than 1,A,Platinum,79884
Male,Urban,High School,3.86,0,2,7140.0,More than 1,A,Gold,57252
Male,Rural,High School,5.72,1,0,4084.0,More than 1,B,Platinum,66036
Female,Rural,Bachelor,8.34,1,3,0.0,1,B,Platinum,65604
Male,Rural,Bachelor,3.75,0,3,2249.0,More than 1,B,Platinum,62880
Male,Urban,Bachelor,2.28,1,6,0.0,1,B,Gold,46284
Female,Urban,High School,2.39,0,1,4941.0,More than 1,A,Platinum,204156
Female,Urban,High School,66.91,1,7,3847.0,More than 1,A,Platinum,60660
Male,Urban,Bachelor,8.33,1,6,4547.0,More than 1,A,Gold,71520
Male,Urban,Bachelor,,1,5,5577.0,More than 1,,Platinum,48744
Male,Urban,High School,6.72,0,7,6508.0,More than 1,B,Gold,95136
Male,Urban,High School,2.28,0,3,0.0,More than 1,C,Platinum,148632
Male,Urban,High School,8.26,0,2,2033.0,More than 1,C,Platinum,60744
Male,Rural,Bachelor,5.16,0,8,0.0,1,B,Platinum,30612
Male,Urban,Bachelor,,1,6,3883.0,More than 1,A,Platinum,67572
Male,Rural,Bachelor,8.44,1,5,2040.0,1,A,Silver,63648
Male,,Bachelor,21.79,0,6,5259.0,1,A,Gold,29736
Male,Urban,High School,3.79,0,6,,More than 1,A,Platinum,103824
Male,Rural,Bachelor,6.39,1,3,2266.0,More than 1,B,Silver,63984
Male,Rural,High School,90.7,1,7,2614.0,More than 1,B,Gold,64692
Female,Urban,Bachelor,5.77,1,6,0.0,More than 1,B,Gold,64836
Male,Urban,Bachelor,5.81,1,5,3433.0,More than 1,B,Platinum,64032
Female,Urban,Bachelor,1.86,1,2,5484.0,1,A,Platinum,32196
Female,Urban,High School,4.86,0,5,,1,A,Silver,33348
Male,Urban,Bachelor,4.39,0,6,5169.0,More than 1,A,Platinum,53916
Female,Urban,High School,6.69,0,6,10932.0,More than 1,A,Platinum,90720
Female,Urban,Bachelor,5.38,1,4,2913.0,More than 1,A,Gold,66108
Male,Urban,High School,5.81,1,8,3772.0,More than 1,A,Platinum,95196
Female,Urban,Bachelor,8.27,1,2,13514.0,More than 1,A,Platinum,65412
Male,Urban,Bachelor,3.3,0,2,,More than 1,A,Platinum,575904
Female,Urban,High School,6.57,1,5,3444.0,More than 1,A,Platinum,63012
Male,Urban,High School,0.05,1,7,5017.0,More than 1,A,Gold,63432
Male,Urban,Bachelor,5.05,0,0,6708.0,More than 1,A,Platinum,273576
Male,Rural,High School,9.45,1,2,,More than 1,A,Gold,51528
Male,Urban,Bachelor,7.87,0,0,2681.0,More than 1,B,Platinum,225456
Male,Urban,High School,2.51,1,4,6629.0,More than 1,A,Platinum,63144
Female,Urban,High School,6.01,0,4,6098.0,1,A,Gold,52536
Male,,High School,28.23,1,2,0.0,More than 1,B,Platinum,64752
Male,Urban,High School,2.2,1,7,2592.0,More than 1,A,Platinum,119604
Male,Urban,High School,85.53,0,6,,More than 1,A,Platinum,341244
Male,Urban,High School,9.71,1,7,6954.0,More than 1,A,Gold,63108
Male,Urban,Others,2.76,1,0,9890.0,More than 1,B,Silver,65532
Female,,High School,7.0,1,0,0.0,1,A,Platinum,32304
Female,,Bachelor,4.45,1,6,0.0,1,A,Gold,34596
Female,Rural,Bachelor,4.26,0,5,3134.0,More than 1,B,Gold,63948
Female,Rural,Bachelor,63.97,1,4,2073.0,More than 1,,Silver,67200
Female,Rural,Bachelor,5.53,1,7,0.0,1,B,Platinum,31920
Male,Urban,Bachelor,63.11,1,6,,More than 1,B,Platinum,65364
Male,,High School,9.42,0,5,2203.0,More than 1,A,Platinum,63576
Female,Urban,Bachelor,5.3,1,6,3534.0,More than 1,A,Silver,67812
Male,Rural,High School,8.86,0,7,,1,B,Silver,33000
Female,Rural,Bachelor,6.06,1,5,0.0,More than 1,A,Gold,69732
Male,Urban,High School,8.09,1,3,6587.0,1,C,Platinum,36636
Male,Urban,Others,5.15,1,5,,1,A,Platinum,31800
Male,Urban,High School,7.37,0,1,2818.0,More than 1,C,Silver,96684
Female,Urban,High School,92.96,1,2,3164.0,More than 1,C,Silver,49800
Female,Urban,High School,,1,7,4898.0,More than 1,A,Silver,104496
Female,Rural,High School,6.93,0,7,0.0,More than 1,A,Platinum,407088
Female,Urban,High School,8.92,0,7,5470.0,More than 1,A,Platinum,69120
Male,Urban,High School,0.89,1,2,5114.0,More than 1,A,Platinum,164160
Male,Urban,High School,7.46,0,5,0.0,More than 1,A,Platinum,138108
Female,Rural,High School,7.42,0,2,0.0,1,A,Gold,34464
Female,,High School,3.87,1,6,12575.0,More than 1,C,Platinum,161292
Male,Urban,High School,7.81,1,1,7033.0,More than 1,B,Platinum,69528
Male,Urban,Bachelor,9.98,1,5,6738.0,1,A,Silver,33552
Female,Rural,High School,6.38,1,3,,1,A,Silver,34512
Female,Rural,Bachelor,9.38,1,5,0.0,More than 1,A,Gold,49776
Male,Urban,High School,5.25,1,4,3500.0,More than 1,A,Platinum,99924
Female,Urban,High School,2.42,1,4,6436.0,More than 1,A,Platinum,62124
Female,Urban,High School,8.19,1,5,0.0,More than 1,,Platinum,102792
Female,Urban,Bachelor,6.58,1,6,5801.0,More than 1,A,Platinum,95652
Female,Urban,Bachelor,5.79,0,6,12780.0,More than 1,A,Platinum,142236
Male,Urban,Bachelor,8.15,1,5,2891.0,More than 1,A,Silver,100224
Female,Urban,High School,4.19,0,5,9018.0,More than 1,A,Platinum,133212
Male,Urban,High School,8.09,0,3,15752.0,More than 1,A,Platinum,122580
Male,Urban,Bachelor,3.02,1,5,6468.0,More than 1,A,Gold,54036
Male,Urban,High School,3.31,1,3,3913.0,1,A,Platinum,63636
Female,,Bachelor,5.88,1,6,2145.0,1,B,Platinum,47172
Female,Urban,Bachelor,,1,3,5926.0,More than 1,A,Platinum,64092
Female,Urban,High School,,0,1,8827.0,More than 1,A,Platinum,67320
Female,Urban,High School,7.38,0,7,5786.0,1,B,Platinum,36156
Male,Urban,High School,,1,5,6102.0,More than 1,A,Platinum,46824
Female,Urban,High School,75.07,1,6,,More than 1,A,Platinum,91272
Female,Urban,Bachelor,,1,5,3969.0,More than 1,A,Gold,63324
Male,Urban,High School,6.4,0,8,6873.0,More than 1,B,Platinum,183000
Female,Rural,Others,6.28,1,3,3758.0,More than 1,,Gold,52740
Female,Urban,Bachelor,6.03,0,6,5657.0,More than 1,A,Silver,205464
Male,Urban,High School,68.32,1,8,4466.0,More than 1,A,Silver,105144
Male,Rural,High School,5.88,1,4,4728.0,1,A,Silver,65388
Female,Urban,High School,,1,6,0.0,1,B,Gold,64680
Female,Urban,High School,5.14,1,7,11217.0,1,A,Platinum,33924
Male,Urban,High School,50.26,0,6,6952.0,1,A,Platinum,30288
Female,Rural,High School,35.96,0,5,2228.0,More than 1,A,Platinum,60960
Female,Urban,Bachelor,4.46,0,8,4788.0,More than 1,A,Platinum,104328
Male,Urban,High School,2.67,1,2,6550.0,1,B,Platinum,40200
Male,Urban,High School,,1,0,11110.0,More than 1,C,Platinum,169368
Female,Rural,High School,6.61,1,4,2877.0,More than 1,B,Platinum,60324
Male,Urban,Bachelor,2.65,1,7,,More than 1,A,Silver,273144
Male,Urban,Bachelor,4.1,1,1,4982.0,1,A,Silver,37908
Male,Rural,Bachelor,7.26,1,5,0.0,More than 1,A,Platinum,350844
Female,Urban,High School,6.89,1,3,9189.0,More than 1,A,Gold,57288
Male,Urban,High School,7.23,1,7,5912.0,More than 1,B,Platinum,68220
Female,Rural,High School,9.85,1,0,0.0,More than 1,A,Platinum,50988
Male,Urban,Bachelor,3.59,1,5,6417.0,More than 1,B,Platinum,110832
Female,Rural,High School,9.74,1,4,0.0,More than 1,B,Gold,104184
